	515rcbc9	515rcbc8	515rcbc19	515rcbc18	515rcbc11	515rcbc10	515rcbc35	515rcbc12	515rcbc15	515rcbc32	515rcbc17	515rcbc16	515rcbc37	515rcbc36	515rcbc13	515rcbc34	515rcbc33	515rcbc14	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31
515rcbc36	0.69902970926	0.710916143754	0.669832338068	0.734068179728	0.697689158667	0.693396958319	0.748589526972	0.71561277435	0.736429245973	0.715593520161	0.717669957437	0.699844031234	0.712781339265	0.0	0.721310158402	0.733565499815	0.713127619042	0.743528798003	0.706625241232	0.752879081181	0.712409907815	0.715602439524	0.747087840165	0.722141089218	0.754038898196	0.70214633787	0.738841957466	0.712935208359	0.73323891801	0.663030301729
515rcbc13	0.582345089866	0.631657948517	0.626781832531	0.580164761881	0.621588259429	0.587155799725	0.621245721042	0.631436953581	0.589381074914	0.637970929121	0.600598823607	0.616095971852	0.572747682039	0.721310158402	0.0	0.586212131424	0.588226569136	0.571203785928	0.575128369952	0.582964067199	0.5675377058	0.598281166742	0.572010491299	0.673998347133	0.577660279666	0.570384318806	0.597647035108	0.594589638772	0.627599868935	0.612473225934
515rcbc34	0.613933481784	0.655588939738	0.624518276861	0.575643116796	0.632519167678	0.59399644762	0.590655520117	0.625781908936	0.586317754207	0.660677120322	0.577448225919	0.652667431297	0.616571992865	0.733565499815	0.586212131424	0.0	0.620511945677	0.59049487994	0.603870343527	0.565886596649	0.577068972721	0.610206608578	0.572248309414	0.699628288366	0.555971577196	0.595309256006	0.601545090706	0.587176157715	0.604512087513	0.640009226324
515rcbc33	0.600560085812	0.656582966868	0.604690685881	0.632001756407	0.625582897725	0.608749790009	0.656182370682	0.66183165659	0.61007585356	0.628357521793	0.590922456263	0.63249688751	0.60386857857	0.713127619042	0.588226569136	0.620511945677	0.0	0.617801816666	0.596220860875	0.642048182136	0.57866791605	0.599905316158	0.591711045533	0.699950527732	0.635305493036	0.593503146261	0.609065912814	0.619224108865	0.642466712086	0.634337946391
515rcbc14	0.607981880557	0.648712095563	0.630296284016	0.597574517554	0.622940678853	0.618791522961	0.655014392699	0.617224827295	0.593907121809	0.669632689688	0.592982736894	0.64818473579	0.608764053479	0.743528798003	0.571203785928	0.59049487994	0.617801816666	0.0	0.604529048733	0.604393534842	0.580942103468	0.598266059547	0.603108602269	0.677085081688	0.606919067987	0.598055571429	0.608974185824	0.5799279353	0.659827113359	0.65092810013
515rcbc20	0.587828877831	0.643591459482	0.598172950439	0.611897421931	0.622999769237	0.606337824557	0.634253496855	0.622688728765	0.599365010358	0.628515206767	0.586360404724	0.638649568907	0.581273287286	0.706625241232	0.575128369952	0.603870343527	0.596220860875	0.604529048733	0.0	0.618161318891	0.562267534013	0.605435800235	0.615480939165	0.685740637481	0.617505073551	0.580561647944	0.609236249167	0.614576942077	0.63492439503	0.602340170144
515rcbc21	0.606349220338	0.672576390871	0.629176379146	0.554582241567	0.672793513421	0.601696837274	0.635156618808	0.662075213583	0.597475789247	0.651925203244	0.55741323525	0.664302332887	0.636890005183	0.752879081181	0.582964067199	0.565886596649	0.642048182136	0.604393534842	0.618161318891	0.0	0.564306420427	0.611478922774	0.556722087161	0.702713284881	0.552204720685	0.60789895509	0.599739751458	0.617613244836	0.620236476791	0.6450450274
515rcbc22	0.58756083077	0.668654729041	0.588309082278	0.592289251974	0.608072911465	0.5855324903	0.644984787672	0.6347363208	0.583703720509	0.648773183806	0.566685469859	0.629813330649	0.599314811146	0.712409907815	0.5675377058	0.577068972721	0.57866791605	0.580942103468	0.562267534013	0.564306420427	0.0	0.600166852802	0.566728761963	0.679974809083	0.592100277703	0.560378201285	0.572896350765	0.602719737125	0.597642591036	0.619297572612
515rcbc23	0.557743166748	0.652627801099	0.583541386685	0.60688620182	0.578828889812	0.571416792792	0.614325638082	0.60765269676	0.648858052982	0.615664879922	0.579752403811	0.596888260698	0.583114652135	0.715602439524	0.598281166742	0.610206608578	0.599905316158	0.598266059547	0.605435800235	0.611478922774	0.600166852802	0.0	0.606264164418	0.663109961239	0.6220819121	0.595224361496	0.578066408339	0.560759186223	0.626067349915	0.587386203639
515rcbc24	0.594165658784	0.666047196288	0.626590388768	0.562743115043	0.637814303086	0.615958169624	0.640266537201	0.672031892918	0.591289785158	0.657757447121	0.542248580454	0.642849915458	0.606645459111	0.747087840165	0.572010491299	0.572248309414	0.591711045533	0.603108602269	0.615480939165	0.556722087161	0.566728761963	0.606264164418	0.0	0.700659703888	0.582752492883	0.608485358828	0.614359955968	0.612426358281	0.597917550669	0.625996568658
515rcbc25	0.682470403819	0.635607637784	0.668364075443	0.682948215215	0.648102045351	0.68451257905	0.693910946987	0.711837771555	0.710036956374	0.62410373947	0.681899116725	0.624981581227	0.676792126114	0.722141089218	0.673998347133	0.699628288366	0.699950527732	0.677085081688	0.685740637481	0.702713284881	0.679974809083	0.663109961239	0.700659703888	0.0	0.708418465868	0.675580754615	0.697147942637	0.664392187964	0.703401276693	0.645764776608
515rcbc26	0.606111115292	0.673772561274	0.652134295626	0.555833348907	0.641246708482	0.593127385436	0.600011812975	0.671678629348	0.583594189542	0.66665604754	0.549320311121	0.64615359707	0.620931950302	0.754038898196	0.577660279666	0.555971577196	0.635305493036	0.606919067987	0.617505073551	0.552204720685	0.592100277703	0.6220819121	0.582752492883	0.708418465868	0.0	0.58307778361	0.613188683818	0.595579341754	0.613912865372	0.65707053827
515rcbc27	0.555678560956	0.632584144364	0.577867200079	0.594337316624	0.581630243952	0.552347345145	0.606801752805	0.62730492602	0.600009677031	0.647902405169	0.565476010249	0.599688660872	0.593454844448	0.70214633787	0.570384318806	0.595309256006	0.593503146261	0.598055571429	0.580561647944	0.60789895509	0.560378201285	0.595224361496	0.608485358828	0.675580754615	0.58307778361	0.0	0.584164204331	0.577984380294	0.617193691254	0.620535528256
515rcbc28	0.575607727405	0.677851736339	0.596373834629	0.623701085599	0.635182286234	0.597450789951	0.604338270911	0.660610710516	0.609596910417	0.654872778138	0.597641094097	0.605691083675	0.596902270161	0.738841957466	0.597647035108	0.601545090706	0.609065912814	0.608974185824	0.609236249167	0.599739751458	0.572896350765	0.578066408339	0.614359955968	0.697147942637	0.613188683818	0.584164204331	0.0	0.589778036071	0.612622266757	0.640757913313
515rcbc29	0.573561553791	0.644602192134	0.588361615516	0.563373361578	0.588713501073	0.596972175613	0.617802754284	0.641100395189	0.623639744718	0.6378545674	0.580866405318	0.617703075233	0.558143519624	0.712935208359	0.594589638772	0.587176157715	0.619224108865	0.5799279353	0.614576942077	0.617613244836	0.602719737125	0.560759186223	0.612426358281	0.664392187964	0.595579341754	0.577984380294	0.589778036071	0.0	0.611019535867	0.61380850163
515rcbc30	0.593150873752	0.673798055999	0.638926179651	0.598579456551	0.640510871762	0.602606999532	0.591334693099	0.695265108851	0.608054997495	0.660228238902	0.612739089545	0.654277838094	0.603642277911	0.73323891801	0.627599868935	0.604512087513	0.642466712086	0.659827113359	0.63492439503	0.620236476791	0.597642591036	0.626067349915	0.597917550669	0.703401276693	0.613912865372	0.617193691254	0.612622266757	0.611019535867	0.0	0.639323600199
515rcbc31	0.627311911106	0.623258138928	0.58313226275	0.642972234741	0.581711923176	0.602754462792	0.643729657701	0.654551348109	0.670336705229	0.62088425241	0.614372510982	0.602848925998	0.602487341683	0.663030301729	0.612473225934	0.640009226324	0.634337946391	0.65092810013	0.602340170144	0.6450450274	0.619297572612	0.587386203639	0.625996568658	0.645764776608	0.65707053827	0.620535528256	0.640757913313	0.61380850163	0.639323600199	0.0
