	515rcbc9	515rcbc8	515rcbc19	515rcbc18	515rcbc11	515rcbc10	515rcbc35	515rcbc12	515rcbc15	515rcbc32	515rcbc17	515rcbc16	515rcbc37	515rcbc36	515rcbc13	515rcbc34	515rcbc33	515rcbc14	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31
515rcbc9	0.0	0.646038484827	0.576273673153	0.60709741969	0.598233693224	0.585068417948	0.586436699794	0.643775017631	0.627556777733	0.625649520957	0.556552774477	0.605989121769	0.563908974692	0.69902970926	0.582345089866	0.613933481784	0.600560085812	0.607981880557	0.587828877831	0.606349220338	0.58756083077	0.557743166748	0.594165658784	0.682470403819	0.606111115292	0.555678560956	0.575607727405	0.573561553791	0.593150873752	0.627311911106
515rcbc8	0.646038484827	0.0	0.626872188488	0.647545729877	0.610924793377	0.642308835069	0.672944662427	0.671269280399	0.659405198083	0.6074082042	0.658542174128	0.617422431389	0.616655232422	0.710916143754	0.631657948517	0.655588939738	0.656582966868	0.648712095563	0.643591459482	0.672576390871	0.668654729041	0.652627801099	0.666047196288	0.635607637784	0.673772561274	0.632584144364	0.677851736339	0.644602192134	0.673798055999	0.623258138928
515rcbc19	0.576273673153	0.626872188488	0.0	0.626716724969	0.574848696655	0.57587431797	0.641446943257	0.644672787678	0.656264073996	0.568546286891	0.608777810405	0.573975395147	0.607304499001	0.669832338068	0.626781832531	0.624518276861	0.604690685881	0.630296284016	0.598172950439	0.629176379146	0.588309082278	0.583541386685	0.626590388768	0.668364075443	0.652134295626	0.577867200079	0.596373834629	0.588361615516	0.638926179651	0.58313226275
515rcbc18	0.60709741969	0.647545729877	0.626716724969	0.0	0.646003215068	0.598393714059	0.629511155838	0.660269257792	0.591162783226	0.648971191284	0.583975817156	0.653052781018	0.597731018335	0.734068179728	0.580164761881	0.575643116796	0.632001756407	0.597574517554	0.611897421931	0.554582241567	0.592289251974	0.60688620182	0.562743115043	0.682948215215	0.555833348907	0.594337316624	0.623701085599	0.563373361578	0.598579456551	0.642972234741
515rcbc11	0.598233693224	0.610924793377	0.574848696655	0.646003215068	0.0	0.578311670507	0.635395515974	0.640071394566	0.654548201533	0.579720472838	0.611254692683	0.56671488657	0.586843166931	0.697689158667	0.621588259429	0.632519167678	0.625582897725	0.622940678853	0.622999769237	0.672793513421	0.608072911465	0.578828889812	0.637814303086	0.648102045351	0.641246708482	0.581630243952	0.635182286234	0.588713501073	0.640510871762	0.581711923176
515rcbc10	0.585068417948	0.642308835069	0.57587431797	0.598393714059	0.578311670507	0.0	0.604309190412	0.636316738152	0.609770236895	0.617883294536	0.565364775387	0.589807194761	0.596977721377	0.693396958319	0.587155799725	0.59399644762	0.608749790009	0.618791522961	0.606337824557	0.601696837274	0.5855324903	0.571416792792	0.615958169624	0.68451257905	0.593127385436	0.552347345145	0.597450789951	0.596972175613	0.602606999532	0.602754462792
515rcbc35	0.586436699794	0.672944662427	0.641446943257	0.629511155838	0.635395515974	0.604309190412	0.0	0.674322059515	0.638004816186	0.650973058152	0.618044951549	0.655947758667	0.596272900252	0.748589526972	0.621245721042	0.590655520117	0.656182370682	0.655014392699	0.634253496855	0.635156618808	0.644984787672	0.614325638082	0.640266537201	0.693910946987	0.600011812975	0.606801752805	0.604338270911	0.617802754284	0.591334693099	0.643729657701
515rcbc12	0.643775017631	0.671269280399	0.644672787678	0.660269257792	0.640071394566	0.636316738152	0.674322059515	0.0	0.656512323209	0.679509031566	0.661529269907	0.667121194292	0.622481738144	0.71561277435	0.631436953581	0.625781908936	0.66183165659	0.617224827295	0.622688728765	0.662075213583	0.6347363208	0.60765269676	0.672031892918	0.711837771555	0.671678629348	0.62730492602	0.660610710516	0.641100395189	0.695265108851	0.654551348109
515rcbc15	0.627556777733	0.659405198083	0.656264073996	0.591162783226	0.654548201533	0.609770236895	0.638004816186	0.656512323209	0.0	0.680194832752	0.577572052535	0.655200425838	0.635554712587	0.736429245973	0.589381074914	0.586317754207	0.61007585356	0.593907121809	0.599365010358	0.597475789247	0.583703720509	0.648858052982	0.591289785158	0.710036956374	0.583594189542	0.600009677031	0.609596910417	0.623639744718	0.608054997495	0.670336705229
515rcbc32	0.625649520957	0.6074082042	0.568546286891	0.648971191284	0.579720472838	0.617883294536	0.650973058152	0.679509031566	0.680194832752	0.0	0.637169058294	0.608749050635	0.618043773364	0.715593520161	0.637970929121	0.660677120322	0.628357521793	0.669632689688	0.628515206767	0.651925203244	0.648773183806	0.615664879922	0.657757447121	0.62410373947	0.66665604754	0.647902405169	0.654872778138	0.6378545674	0.660228238902	0.62088425241
515rcbc17	0.556552774477	0.658542174128	0.608777810405	0.583975817156	0.611254692683	0.565364775387	0.618044951549	0.661529269907	0.577572052535	0.637169058294	0.0	0.624532198095	0.589970610807	0.717669957437	0.600598823607	0.577448225919	0.590922456263	0.592982736894	0.586360404724	0.55741323525	0.566685469859	0.579752403811	0.542248580454	0.681899116725	0.549320311121	0.565476010249	0.597641094097	0.580866405318	0.612739089545	0.614372510982
515rcbc16	0.605989121769	0.617422431389	0.573975395147	0.653052781018	0.56671488657	0.589807194761	0.655947758667	0.667121194292	0.655200425838	0.608749050635	0.624532198095	0.0	0.586758453524	0.699844031234	0.616095971852	0.652667431297	0.63249688751	0.64818473579	0.638649568907	0.664302332887	0.629813330649	0.596888260698	0.642849915458	0.624981581227	0.64615359707	0.599688660872	0.605691083675	0.617703075233	0.654277838094	0.602848925998
515rcbc37	0.563908974692	0.616655232422	0.607304499001	0.597731018335	0.586843166931	0.596977721377	0.596272900252	0.622481738144	0.635554712587	0.618043773364	0.589970610807	0.586758453524	0.0	0.712781339265	0.572747682039	0.616571992865	0.60386857857	0.608764053479	0.581273287286	0.636890005183	0.599314811146	0.583114652135	0.606645459111	0.676792126114	0.620931950302	0.593454844448	0.596902270161	0.558143519624	0.603642277911	0.602487341683
