	515rcbc9	515rcbc8	515rcbc19	515rcbc18	515rcbc11	515rcbc10	515rcbc35	515rcbc12	515rcbc15	515rcbc32	515rcbc17	515rcbc16	515rcbc37	515rcbc36	515rcbc13	515rcbc34	515rcbc33	515rcbc14	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31
515rcbc22	0.231410140625	0.276691734375	0.215114546875	0.206253046875	0.23779759375	0.201801703125	0.295024859375	0.365705234375	0.24531409375	0.2299428125	0.1947468125	0.217698859375	0.22702465625	0.48048303125	0.230705828125	0.21431303125	0.179777046875	0.18948575	0.24030834375	0.234528328125	0.0	0.265966671875	0.214511078125	0.27872915625	0.244690265625	0.225777015625	0.185401140625	0.210636546875	0.25527034375	0.24519234375
515rcbc23	0.21720078125	0.30129790625	0.230437625	0.27422859375	0.258693234375	0.24487709375	0.32619721875	0.28767384375	0.329814859375	0.287712328125	0.263125328125	0.2265053125	0.243291140625	0.444159140625	0.2523245	0.265469546875	0.3051080625	0.281803015625	0.239474578125	0.3116098125	0.265966671875	0.0	0.27481	0.298105015625	0.28343115625	0.2373411875	0.21643509375	0.23981021875	0.272843359375	0.268504578125
515rcbc24	0.21402934375	0.30982175	0.25503325	0.20808659375	0.298334484375	0.24274721875	0.2836713125	0.4082639375	0.220518203125	0.297219390625	0.199919046875	0.28144253125	0.256984015625	0.505605671875	0.2524809375	0.194889078125	0.24703021875	0.281160296875	0.271112171875	0.2443195	0.214511078125	0.27481	0.0	0.353376109375	0.17901153125	0.2583144375	0.21109421875	0.24044565625	0.219315109375	0.272838140625
515rcbc25	0.319570484375	0.263866578125	0.289456546875	0.305805203125	0.261761625	0.303309484375	0.389217859375	0.385393265625	0.37927990625	0.24619740625	0.31168553125	0.229184296875	0.3101063125	0.46701678125	0.302248703125	0.348767125	0.268490546875	0.26450125	0.31193778125	0.329495828125	0.27872915625	0.298105015625	0.353376109375	0.0	0.366188609375	0.314617484375	0.289749484375	0.308511515625	0.37485675	0.28262259375
515rcbc26	0.214793125	0.31492246875	0.2793004375	0.20093796875	0.302457015625	0.24152340625	0.251766875	0.4149619375	0.236090703125	0.307376421875	0.202402859375	0.28429503125	0.270625671875	0.518919765625	0.2706853125	0.182362296875	0.27540825	0.295053703125	0.290201578125	0.25511675	0.244690265625	0.28343115625	0.17901153125	0.366188609375	0.0	0.28156465625	0.23911496875	0.2366085	0.208090046875	0.304853265625
515rcbc27	0.25384940625	0.263601875	0.20401715625	0.23627225	0.247016015625	0.2122504375	0.3051955625	0.2932480625	0.260884609375	0.284199703125	0.235783578125	0.24770640625	0.202019390625	0.422141203125	0.19172353125	0.236490078125	0.24819984375	0.245277453125	0.172246859375	0.2765070625	0.225777015625	0.2373411875	0.2583144375	0.314617484375	0.28156465625	0.0	0.25057140625	0.1945734375	0.287679171875	0.233707640625
515rcbc28	0.1976584375	0.30466184375	0.23057059375	0.2403519375	0.255319171875	0.22250015625	0.3092101875	0.37535240625	0.275450015625	0.257632328125	0.221275421875	0.21103034375	0.250564578125	0.497973921875	0.24607121875	0.226285734375	0.2243306875	0.235150265625	0.268895234375	0.27091625	0.185401140625	0.21643509375	0.21109421875	0.289749484375	0.23911496875	0.25057140625	0.0	0.22685765625	0.234656453125	0.264653015625
515rcbc29	0.224803875	0.27045759375	0.20834103125	0.19589915625	0.257396046875	0.21285678125	0.2540936875	0.33284884375	0.232850265625	0.278380265625	0.201204796875	0.24118984375	0.183875015625	0.442729421875	0.2125791875	0.182953109375	0.2508945	0.246136734375	0.211038953125	0.2604100625	0.210636546875	0.23981021875	0.24044565625	0.308511515625	0.2366085	0.1945734375	0.22685765625	0.0	0.225291671875	0.263154234375
515rcbc30	0.221592015625	0.303294140625	0.265417171875	0.217929765625	0.31125434375	0.226222546875	0.222864765625	0.405123984375	0.2374679375	0.29261153125	0.22861878125	0.288386359375	0.23483471875	0.49247884375	0.279061265625	0.2037926875	0.289089671875	0.32545215625	0.27651109375	0.281385296875	0.25527034375	0.272843359375	0.219315109375	0.37485675	0.208090046875	0.287679171875	0.234656453125	0.225291671875	0.0	0.3050446875
515rcbc31	0.268260359375	0.227518828125	0.177377390625	0.257869828125	0.17512053125	0.224908828125	0.317495640625	0.314009703125	0.32212884375	0.1969036875	0.267129625	0.221387359375	0.21924659375	0.4057960625	0.246277640625	0.28136378125	0.251242734375	0.277582625	0.234820375	0.266765140625	0.24519234375	0.268504578125	0.272838140625	0.28262259375	0.304853265625	0.233707640625	0.264653015625	0.263154234375	0.3050446875	0.0
